name;rect
Plaza Del Claustro;POLYGON((-7853882.05 -3940809.13,-7853882.05 -3940715,-7853788.01 -3940715,-7853788.01 -3940809.13,-7853882.05 -3940809.13))
Colegio Andree English School;POLYGON((-7853866.97 -3953980.96,-7853866.97 -3953797.66,-7853603.59 -3953797.66,-7853603.59 -3953980.96,-7853866.97 -3953980.96))
Estadio Sirio;POLYGON((-7853862.34 -3946727.86,-7853862.34 -3946437.39,-7853684.16 -3946437.39,-7853684.16 -3946727.86,-7853862.34 -3946727.86))
Plaza del Misionero;POLYGON((-7853859.25 -3941176.55,-7853859.25 -3941086.73,-7853702.54 -3941086.73,-7853702.54 -3941176.55,-7853859.25 -3941176.55))
Lider;POLYGON((-7853857.76 -3969903.94,-7853857.76 -3969803.66,-7853758.11 -3969803.66,-7853758.11 -3969903.94,-7853857.76 -3969903.94))
Colegio Dunalastair Peñalolén;POLYGON((-7853852.18 -3962180.2,-7853852.18 -3961891.92,-7853379.15 -3961891.92,-7853379.15 -3962180.2,-7853852.18 -3962180.2))
Estadio Sirio;POLYGON((-7853842.03 -3946722.26,-7853842.03 -3946615.84,-7853692.61 -3946615.84,-7853692.61 -3946722.26,-7853842.03 -3946722.26))
Montserrat;POLYGON((-7853841.9 -3976728.07,-7853841.9 -3976552.9,-7853573.18 -3976552.9,-7853573.18 -3976728.07,-7853841.9 -3976728.07))
Plaza Pedro Lagos;POLYGON((-7853840.06 -3950680.55,-7853840.06 -3950538.82,-7853753.66 -3950538.82,-7853753.66 -3950680.55,-7853840.06 -3950680.55))
Colegio San Jorge;POLYGON((-7853839.66 -3950110.41,-7853839.66 -3950011.28,-7853753.56 -3950011.28,-7853753.56 -3950110.41,-7853839.66 -3950110.41))
Ciudad del Este;POLYGON((-7853837.63 -3970945.37,-7853837.63 -3969849.14,-7852835.71 -3969849.14,-7852835.71 -3970945.37,-7853837.63 -3970945.37))
Planta de Tratamientos Aguas Andinas;POLYGON((-7853832.65 -3968055.83,-7853832.65 -3967394.71,-7853045.08 -3967394.71,-7853045.08 -3968055.83,-7853832.65 -3968055.83))
Colegio Sagrados Corazones de Manquehue;POLYGON((-7853832.39 -3945933.27,-7853832.39 -3945441.74,-7853368.3 -3945441.74,-7853368.3 -3945933.27,-7853832.39 -3945933.27))
Parque La Quebrada de Macul;POLYGON((-7853817.53 -3963988.08,-7853817.53 -3963863.02,-7853681.04 -3963863.02,-7853681.04 -3963988.08,-7853817.53 -3963988.08))
Teruel 7374 (Familia Palacios);POLYGON((-7853809.18 -3955166.27,-7853809.18 -3955135.52,-7853789.17 -3955135.52,-7853789.17 -3955166.27,-7853809.18 -3955166.27))
Plaza Hermanos Neut Latour;POLYGON((-7853780.53 -3952320.8,-7853780.53 -3952251.05,-7853651.31 -3952251.05,-7853651.31 -3952320.8,-7853780.53 -3952320.8))
Hospital Psiquiatrico El Peral;POLYGON((-7853775.66 -3972486.38,-7853775.66 -3971351.71,-7853278.88 -3971351.71,-7853278.88 -3972486.38,-7853775.66 -3972486.38))
Aeródromo Eulogio Sánchez;POLYGON((-7853775.31 -3956926.81,-7853775.31 -3955309.59,-7852950.11 -3955309.59,-7852950.11 -3956926.81,-7853775.31 -3956926.81))
Parque Los Trapenses;POLYGON((-7853757.72 -3940129.96,-7853757.72 -3939420.53,-7853670.75 -3939420.53,-7853670.75 -3940129.96,-7853757.72 -3940129.96))
Parque Intercomunal Padre Hurtado;POLYGON((-7853755.71 -3953114.55,-7853755.71 -3952389.16,-7852383.71 -3952389.16,-7852383.71 -3953114.55,-7853755.71 -3953114.55))
Colegio del Sagrado Corazón de Apoquindo;POLYGON((-7853740.41 -3950075.7,-7853740.41 -3949738.06,-7853517.07 -3949738.06,-7853517.07 -3950075.7,-7853740.41 -3950075.7))
Parque Los Trapenses;POLYGON((-7853738.01 -3940862.68,-7853738.01 -3940149.06,-7853166.53 -3940149.06,-7853166.53 -3940862.68,-7853738.01 -3940862.68))
Plaza Tezcuco;POLYGON((-7853732.57 -3951412.11,-7853732.57 -3951273.48,-7853627.79 -3951273.48,-7853627.79 -3951412.11,-7853732.57 -3951412.11))
Iglesia Sagrados Corazones de Manquehue;POLYGON((-7853727.81 -3945868.58,-7853727.81 -3945811.82,-7853675.52 -3945811.82,-7853675.52 -3945868.58,-7853727.81 -3945868.58))
Casas del alto;POLYGON((-7853725.29 -3974885.79,-7853725.29 -3974708.82,-7853569.57 -3974708.82,-7853569.57 -3974885.79,-7853725.29 -3974885.79))
Complejo Deportivo CODELCO;POLYGON((-7853692.65 -3968576.21,-7853692.65 -3968545.7,-7853672.7 -3968545.7,-7853672.7 -3968576.21,-7853692.65 -3968576.21))
Clinica Cordillera;POLYGON((-7853691.86 -3951993.53,-7853691.86 -3951856.87,-7853568.33 -3951856.87,-7853568.33 -3951993.53,-7853691.86 -3951993.53))
Complejo Deportivo CODELCO;POLYGON((-7853676.44 -3968807.56,-7853676.44 -3968619.87,-7853576.21 -3968619.87,-7853576.21 -3968807.56,-7853676.44 -3968807.56))
Plaza Renacimiento;POLYGON((-7853673.27 -3948769.84,-7853673.27 -3948616.96,-7853568.16 -3948616.96,-7853568.16 -3948769.84,-7853673.27 -3948769.84))
Colegio Sagrados Corazones de Manquehue;POLYGON((-7853671.07 -3945596.3,-7853671.07 -3945466.14,-7853468.21 -3945466.14,-7853468.21 -3945596.3,-7853671.07 -3945596.3))
Strip Mall;POLYGON((-7853661.51 -3960449.46,-7853661.51 -3960361.01,-7853580.1 -3960361.01,-7853580.1 -3960449.46,-7853661.51 -3960449.46))
Colegio Sagrados Corazones de Manquehue;POLYGON((-7853654.48 -3945655.54,-7853654.48 -3945574.34,-7853535.02 -3945574.34,-7853535.02 -3945655.54,-7853654.48 -3945655.54))
Estadio Israelita;POLYGON((-7853650.95 -3948427.31,-7853650.95 -3948018.51,-7853135.08 -3948018.51,-7853135.08 -3948427.31,-7853650.95 -3948427.31))
Complejo Deportivo CODELCO;POLYGON((-7853641.1 -3968598.53,-7853641.1 -3968567.67,-7853589.45 -3968567.67,-7853589.45 -3968598.53,-7853641.1 -3968598.53))
SportCenter Ciudad del Este;POLYGON((-7853640.78 -3969990.11,-7853640.78 -3969942.6,-7853600.54 -3969942.6,-7853600.54 -3969990.11,-7853640.78 -3969990.11))
Colegio Sagrados Corazones de Manquehue;POLYGON((-7853624.94 -3945578.93,-7853624.94 -3945485.64,-7853506.24 -3945485.64,-7853506.24 -3945578.93,-7853624.94 -3945578.93))
Viña Aquitania;POLYGON((-7853603.39 -3960929.26,-7853603.39 -3960394.3,-7852695.85 -3960394.3,-7852695.85 -3960929.26,-7853603.39 -3960929.26))
Plaza Del Retiro;POLYGON((-7853597.19 -3940889.56,-7853597.19 -3940831.9,-7853497.08 -3940831.9,-7853497.08 -3940889.56,-7853597.19 -3940889.56))
Río Maipo;POLYGON((-7853558.72 -3977927.57,-7853558.72 -3977369.58,-7851559.89 -3977369.58,-7851559.89 -3977927.57,-7853558.72 -3977927.57))
Farmacias Cruz Verde;POLYGON((-7853543.17 -3946705.02,-7853543.17 -3946688.1,-7853524.1 -3946688.1,-7853524.1 -3946705.02,-7853543.17 -3946705.02))
Colegio Sagrados Corazones de Manquehue;POLYGON((-7853542.77 -3945669.1,-7853542.77 -3945619.3,-7853490.55 -3945619.3,-7853490.55 -3945669.1,-7853542.77 -3945669.1))
Multicancha;POLYGON((-7853533.15 -3945629.53,-7853533.15 -3945599.97,-7853485.9 -3945599.97,-7853485.9 -3945629.53,-7853533.15 -3945629.53))
Parque Montegrande;POLYGON((-7853523.79 -3949488.9,-7853523.79 -3949000.67,-7853152.11 -3949000.67,-7853152.11 -3949488.9,-7853523.79 -3949488.9))
Plaza Pintora Aurora Mira;POLYGON((-7853516.6 -3951712.97,-7853516.6 -3951633.82,-7853438.76 -3951633.82,-7853438.76 -3951712.97,-7853516.6 -3951712.97))
Parque Ciudad del Este;POLYGON((-7853512.83 -3970180.25,-7853512.83 -3970105.69,-7853338.37 -3970105.69,-7853338.37 -3970180.25,-7853512.83 -3970180.25))
Hospital Clínico de la Fuerza Aérea de Chile General. Dr. Raúl Yazigi;POLYGON((-7853511.79 -3948226.02,-7853511.79 -3947860.24,-7853015.61 -3947860.24,-7853015.61 -3948226.02,-7853511.79 -3948226.02))
Plaza Viscaya;POLYGON((-7853509.38 -3951036.49,-7853509.38 -3950891.01,-7853447.56 -3950891.01,-7853447.56 -3951036.49,-7853509.38 -3951036.49))
Plaza San Alberto;POLYGON((-7853509.19 -3947395.85,-7853509.19 -3947353.15,-7853468.29 -3947353.15,-7853468.29 -3947395.85,-7853509.19 -3947395.85))
Hospital FACh;POLYGON((-7853506.78 -3948080.76,-7853506.78 -3947920.9,-7853354.17 -3947920.9,-7853354.17 -3948080.76,-7853506.78 -3948080.76))
Parque Deportivo de Peñalolén;POLYGON((-7853501.87 -3957420.54,-7853501.87 -3956957.45,-7852958.11 -3956957.45,-7852958.11 -3957420.54,-7853501.87 -3957420.54))
Gimnasio;POLYGON((-7853495.58 -3945736.74,-7853495.58 -3945692.4,-7853449.89 -3945692.4,-7853449.89 -3945736.74,-7853495.58 -3945736.74))
Gimnasio;POLYGON((-7853491.96 -3945685.43,-7853491.96 -3945634.19,-7853418.18 -3945634.19,-7853418.18 -3945685.43,-7853491.96 -3945685.43))
Cancha de Baby-Fútbol;POLYGON((-7853485.25 -3970144.7,-7853485.25 -3970120.36,-7853450.78 -3970120.36,-7853450.78 -3970144.7,-7853485.25 -3970144.7))
Parque Los Trapenses;POLYGON((-7853474.37 -3940776.68,-7853474.37 -3940104.28,-7853155.4 -3940104.28,-7853155.4 -3940776.68,-7853474.37 -3940776.68))
Viña Aquitania;POLYGON((-7853439.41 -3960671.98,-7853439.41 -3960591.36,-7853397.01 -3960591.36,-7853397.01 -3960671.98,-7853439.41 -3960671.98))
Camarin;POLYGON((-7853422.23 -3945667.26,-7853422.23 -3945637.31,-7853401.27 -3945637.31,-7853401.27 -3945667.26,-7853422.23 -3945667.26))
Strip Mall;POLYGON((-7853413.38 -3959893.59,-7853413.38 -3959536.47,-7853235.42 -3959536.47,-7853235.42 -3959893.59,-7853413.38 -3959893.59))
Plaza Apolo;POLYGON((-7853410.93 -3945823.01,-7853410.93 -3945765.44,-7853304.16 -3945765.44,-7853304.16 -3945823.01,-7853410.93 -3945823.01))
Colegio El Carmen Teresiano;POLYGON((-7853403.6 -3953824.12,-7853403.6 -3953665.88,-7853292.79 -3953665.88,-7853292.79 -3953824.12,-7853403.6 -3953824.12))
Plaza Tampa;POLYGON((-7853404 -3946750.44,-7853404 -3946656.17,-7853299.93 -3946656.17,-7853299.93 -3946750.44,-7853404 -3946750.44))
Aerodromo Eulogio Sanchez;POLYGON((-7853403.33 -3955739.42,-7853403.33 -3955666.17,-7853354.99 -3955666.17,-7853354.99 -3955739.42,-7853403.33 -3955739.42))
Plaza Alejandro Serani;POLYGON((-7853401.81 -3945476.27,-7853401.81 -3945448.41,-7853021.59 -3945448.41,-7853021.59 -3945476.27,-7853401.81 -3945476.27))
Patinaje;POLYGON((-7853394.07 -3970159.82,-7853394.07 -3970143.09,-7853375.53 -3970143.09,-7853375.53 -3970159.82,-7853394.07 -3970159.82))
Parque Los Trapenses;POLYGON((-7853383.89 -3940088.16,-7853383.89 -3939292.73,-7853144.43 -3939292.73,-7853144.43 -3940088.16,-7853383.89 -3940088.16))
Faldeos de la Viña;POLYGON((-7853368.25 -3970006.66,-7853368.25 -3969557.78,-7852745.49 -3969557.78,-7852745.49 -3970006.66,-7853368.25 -3970006.66))
Portezuelo de tobalaba oriente;POLYGON((-7853365.69 -3971700.89,-7853365.69 -3970912.84,-7853084.63 -3970912.84,-7853084.63 -3971700.89,-7853365.69 -3971700.89))
Liga Independiente de Fútbol;POLYGON((-7853364.99 -3962258.31,-7853364.99 -3961958.9,-7852894.22 -3961958.9,-7852894.22 -3962258.31,-7853364.99 -3962258.31))
Parque Ciudad del Este;POLYGON((-7853339.38 -3970208.19,-7853339.38 -3970150,-7853247 -3970150,-7853247 -3970208.19,-7853339.38 -3970208.19))
Cancha Estadio Israelita;POLYGON((-7853329.68 -3948366.2,-7853329.68 -3948214.94,-7853191.25 -3948214.94,-7853191.25 -3948366.2,-7853329.68 -3948366.2))
Plaza Aucanquilcha;POLYGON((-7853324.57 -3951814.6,-7853324.57 -3951566.02,-7853102.29 -3951566.02,-7853102.29 -3951814.6,-7853324.57 -3951814.6))
Alto Las Condes;POLYGON((-7853323.48 -3947537.71,-7853323.48 -3947069.4,-7852968.4 -3947069.4,-7852968.4 -3947537.71,-7853323.48 -3947537.71))
Cementerio Parque del Recuerdo Cordillera;POLYGON((-7853321.62 -3969634.07,-7853321.62 -3968608.67,-7852340.64 -3968608.67,-7852340.64 -3969634.07,-7853321.62 -3969634.07))
Colegio Pumahue;POLYGON((-7853304.83 -3961606.31,-7853304.83 -3961258.17,-7853141.42 -3961258.17,-7853141.42 -3961606.31,-7853304.83 -3961606.31))
Plaza El Corral;POLYGON((-7853304.12 -3940513.46,-7853304.12 -3940361.54,-7853264.95 -3940361.54,-7853264.95 -3940513.46,-7853304.12 -3940513.46))
Centro de Tiro con Arco Parque Peñalolen;POLYGON((-7853303.76 -3957352.23,-7853303.76 -3957192.5,-7853180.32 -3957192.5,-7853180.32 -3957352.23,-7853303.76 -3957352.23))
Plaza Las Cascadas;POLYGON((-7853300.08 -3945585.13,-7853300.08 -3945544.04,-7853206.44 -3945544.04,-7853206.44 -3945585.13,-7853300.08 -3945585.13))
Hacienda Santa Martina;POLYGON((-7853297.92 -3932230.28,-7853297.92 -3930774.2,-7851674.55 -3930774.2,-7851674.55 -3932230.28,-7853297.92 -3932230.28))
Plaza Apolo;POLYGON((-7853292.4 -3945848.07,-7853292.4 -3945757.75,-7853216.3 -3945757.75,-7853216.3 -3945848.07,-7853292.4 -3945848.07))
Plaza Copahue;POLYGON((-7853288.38 -3946552.77,-7853288.38 -3946494.93,-7853171.87 -3946494.93,-7853171.87 -3946552.77,-7853288.38 -3946552.77))
Parque Plaza Viva;POLYGON((-7853284.19 -3973827,-7853284.19 -3973443.35,-7852896.17 -3973443.35,-7852896.17 -3973827,-7853284.19 -3973827))
Plaza La Llaveria;POLYGON((-7853269.48 -3946122.82,-7853269.48 -3946049.19,-7853188.29 -3946049.19,-7853188.29 -3946122.82,-7853269.48 -3946122.82))
Telepuerto Satelital Las Chilcas;POLYGON((-7853267.26 -3965134.05,-7853267.26 -3965036.42,-7853167.24 -3965036.42,-7853167.24 -3965134.05,-7853267.26 -3965134.05))
Homecenter Sodimac;POLYGON((-7853258.98 -3956947.58,-7853258.98 -3956727.52,-7853080.07 -3956727.52,-7853080.07 -3956947.58,-7853258.98 -3956947.58))
Parque Valle del Monasterio;POLYGON((-7853251.05 -3942629.84,-7853251.05 -3941686.15,-7852967.91 -3941686.15,-7852967.91 -3942629.84,-7853251.05 -3942629.84))
Plaza Apolo;POLYGON((-7853244.02 -3945747.67,-7853244.02 -3945691.7,-7853132.97 -3945691.7,-7853132.97 -3945747.67,-7853244.02 -3945747.67))
Alicante del Valle;POLYGON((-7853243.01 -3974776.78,-7853243.01 -3974557.05,-7853074.6 -3974557.05,-7853074.6 -3974776.78,-7853243.01 -3974776.78))
Parque Ciudad del Este;POLYGON((-7853243.04 -3970221.79,-7853243.04 -3970177,-7853178.37 -3970177,-7853178.37 -3970221.79,-7853243.04 -3970221.79))
Plaza Fuente Ovejuna;POLYGON((-7853221.05 -3950991.13,-7853221.05 -3950828.48,-7853116.75 -3950828.48,-7853116.75 -3950991.13,-7853221.05 -3950991.13))
Multicancha Plaza Viva;POLYGON((-7853218.34 -3973619.23,-7853218.34 -3973581.62,-7853184.3 -3973581.62,-7853184.3 -3973619.23,-7853218.34 -3973619.23))
Lider (Hiper);POLYGON((-7853178.94 -3956682.1,-7853178.94 -3956436.25,-7852948.21 -3956436.25,-7852948.21 -3956682.1,-7853178.94 -3956682.1))
Parque Ciudad del Este;POLYGON((-7853173.82 -3970241.88,-7853173.82 -3970187.87,-7853026.23 -3970187.87,-7853026.23 -3970241.88,-7853173.82 -3970241.88))
Parque Los Trapenses;POLYGON((-7853164.74 -3939297.51,-7853164.74 -3938694.97,-7852859.62 -3938694.97,-7852859.62 -3939297.51,-7853164.74 -3939297.51))
Velódromo de Peñalolén;POLYGON((-7853148.63 -3957383.23,-7853148.63 -3957245.28,-7853000.4 -3957245.28,-7853000.4 -3957383.23,-7853148.63 -3957383.23))
Spacio1;POLYGON((-7853133.67 -3949627.71,-7853133.67 -3949616.58,-7853112.26 -3949616.58,-7853112.26 -3949627.71,-7853133.67 -3949627.71))
Plaza del Sembrador;POLYGON((-7853132.14 -3939760.56,-7853132.14 -3939729.98,-7853073.86 -3939729.98,-7853073.86 -3939760.56,-7853132.14 -3939760.56))
Mall Paseo Los Trapenses;POLYGON((-7853123.91 -3941099.65,-7853123.91 -3940839.05,-7852919.78 -3940839.05,-7852919.78 -3941099.65,-7853123.91 -3941099.65))
Viñedos de Tobalaba;POLYGON((-7853118.93 -3961284.33,-7853118.93 -3961049.65,-7853028.16 -3961049.65,-7853028.16 -3961284.33,-7853118.93 -3961284.33))
Santiago College;POLYGON((-7853117.4 -3940803.52,-7853117.4 -3940167.39,-7852750.56 -3940167.39,-7852750.56 -3940803.52,-7853117.4 -3940803.52))
Centro Medico CLC - Peñalolén (en construcción);POLYGON((-7853115.17 -3960590,-7853115.17 -3960410.85,-7852897.2 -3960410.85,-7852897.2 -3960590,-7853115.17 -3960590))
Plaza Toconao;POLYGON((-7853107.41 -3951043.59,-7853107.41 -3950970.94,-7853045.74 -3950970.94,-7853045.74 -3951043.59,-7853107.41 -3951043.59))
Plaza Codpa;POLYGON((-7853105.69 -3951446.73,-7853105.69 -3951398.4,-7853044.55 -3951398.4,-7853044.55 -3951446.73,-7853105.69 -3951446.73))
Homecenter Sodimac;POLYGON((-7853099.11 -3956972.56,-7853099.11 -3956747.95,-7852961.73 -3956747.95,-7852961.73 -3956972.56,-7853099.11 -3956972.56))
Santiago College;POLYGON((-7853096.16 -3940756.68,-7853096.16 -3940634.18,-7853010.74 -3940634.18,-7853010.74 -3940756.68,-7853096.16 -3940756.68))
Casa Lo Matta;POLYGON((-7853091.87 -3946960.9,-7853091.87 -3946723.55,-7852906.22 -3946723.55,-7852906.22 -3946960.9,-7853091.87 -3946960.9))
Multicancha Plaza Viva;POLYGON((-7853088.46 -3973746.44,-7853088.46 -3973710.3,-7853045.16 -3973710.3,-7853045.16 -3973746.44,-7853088.46 -3973746.44))
Santiago College;POLYGON((-7853083.86 -3940632.66,-7853083.86 -3940515.95,-7853007.71 -3940515.95,-7853007.71 -3940632.66,-7853083.86 -3940632.66))
Santiago College;POLYGON((-7853079.07 -3940514.4,-7853079.07 -3940397.73,-7853002.96 -3940397.73,-7853002.96 -3940514.4,-7853079.07 -3940514.4))
Plaza Los Dominicos;POLYGON((-7853032.56 -3949562.01,-7853032.56 -3949318.79,-7852739.13 -3949318.79,-7852739.13 -3949562.01,-7853032.56 -3949562.01))
Plaza Los Dominicos;POLYGON((-7853031.06 -3949751.6,-7853031.06 -3949557.91,-7852699.25 -3949557.91,-7852699.25 -3949751.6,-7853031.06 -3949751.6))
Parque Ciudad del Este;POLYGON((-7853025.68 -3970311.93,-7853025.68 -3970207,-7852913.81 -3970207,-7852913.81 -3970311.93,-7853025.68 -3970311.93))
Los Cancheros;POLYGON((-7853020.98 -3955191.73,-7853020.98 -3955098.56,-7852902.74 -3955098.56,-7852902.74 -3955191.73,-7853020.98 -3955191.73))
Estadio Palestino;POLYGON((-7853010.5 -3947337.6,-7853010.5 -3946744.01,-7852390.08 -3946744.01,-7852390.08 -3947337.6,-7853010.5 -3947337.6))
Farmacias Salcobrand;POLYGON((-7853006.51 -3948675.96,-7853006.51 -3948653.32,-7852996.05 -3948653.32,-7852996.05 -3948675.96,-7853006.51 -3948675.96))
Posta de La Reina;POLYGON((-7852990.96 -3954281.52,-7852990.96 -3954185.37,-7852948.55 -3954185.37,-7852948.55 -3954281.52,-7852990.96 -3954281.52))
Santiago College;POLYGON((-7852988.61 -3940642.4,-7852988.61 -3940445.18,-7852897.76 -3940445.18,-7852897.76 -3940642.4,-7852988.61 -3940642.4))
Cancha Peñalolen;POLYGON((-7852983.2 -3959143.27,-7852983.2 -3959030.95,-7852880.91 -3959030.95,-7852880.91 -3959143.27,-7852983.2 -3959143.27))
Santiago College;POLYGON((-7852980.98 -3940594.92,-7852980.98 -3940480.4,-7852906.02 -3940480.4,-7852906.02 -3940594.92,-7852980.98 -3940594.92))
Plaza Ossandón;POLYGON((-7852975.65 -3954214.67,-7852975.65 -3954095.22,-7852706.49 -3954095.22,-7852706.49 -3954214.67,-7852975.65 -3954214.67))
Plaza Parinacota;POLYGON((-7852967.16 -3951649.56,-7852967.16 -3951619.26,-7852903.14 -3951619.26,-7852903.14 -3951649.56,-7852967.16 -3951649.56))
Lider (Hiper);POLYGON((-7852964.89 -3956704.73,-7852964.89 -3956461.04,-7852806.63 -3956461.04,-7852806.63 -3956704.73,-7852964.89 -3956704.73))
Plaza Jorge Alessandri;POLYGON((-7852955.62 -3955407.55,-7852955.62 -3955348.84,-7852892.57 -3955348.84,-7852892.57 -3955407.55,-7852955.62 -3955407.55))
Canchas Estadio Palestino;POLYGON((-7852949.99 -3947288.47,-7852949.99 -3947102.95,-7852802.73 -3947102.95,-7852802.73 -3947288.47,-7852949.99 -3947288.47))
Parque Ciudad del Este;POLYGON((-7852928.28 -3970314.79,-7852928.28 -3970232.37,-7852863.19 -3970232.37,-7852863.19 -3970314.79,-7852928.28 -3970314.79))
Plaza Los Cardos;POLYGON((-7852923.84 -3940080.63,-7852923.84 -3940040.51,-7852788.17 -3940040.51,-7852788.17 -3940080.63,-7852923.84 -3940080.63))
Ekono;POLYGON((-7852919.72 -3954048.63,-7852919.72 -3954029.1,-7852877.17 -3954029.1,-7852877.17 -3954048.63,-7852919.72 -3954048.63))
Ekono;POLYGON((-7852916.33 -3954088.79,-7852916.33 -3954014.36,-7852848.95 -3954014.36,-7852848.95 -3954088.79,-7852916.33 -3954088.79))
Colegio La Abadía;POLYGON((-7852913.32 -3953203.67,-7852913.32 -3953071.49,-7852826.74 -3953071.49,-7852826.74 -3953203.67,-7852913.32 -3953203.67))
OK Market;POLYGON((-7852912.82 -3954015.78,-7852912.82 -3953921.53,-7852847.83 -3953921.53,-7852847.83 -3954015.78,-7852912.82 -3954015.78))
Cancha Peñalolen;POLYGON((-7852910.1 -3959061.03,-7852910.1 -3958932.4,-7852797.63 -3958932.4,-7852797.63 -3959061.03,-7852910.1 -3959061.03))
Parque Ciclovia Las Perdices;POLYGON((-7852905.23 -3962077.96,-7852905.23 -3960422.04,-7852494.07 -3960422.04,-7852494.07 -3962077.96,-7852905.23 -3962077.96))
Centro Cívico La Reina;POLYGON((-7852897.79 -3955337.3,-7852897.79 -3955204.75,-7852755.1 -3955204.75,-7852755.1 -3955337.3,-7852897.79 -3955337.3))
Cerro del Medio;POLYGON((-7852889.25 -3942047.55,-7852889.25 -3940263.63,-7850585.01 -3940263.63,-7850585.01 -3942047.55,-7852889.25 -3942047.55))
Club Tobalaba;POLYGON((-7852876.92 -3954788.77,-7852876.92 -3954673.52,-7852794.51 -3954673.52,-7852794.51 -3954788.77,-7852876.92 -3954788.77))
Cancha Peñalolen;POLYGON((-7852863.93 -3959213.54,-7852863.93 -3959104.06,-7852735.96 -3959104.06,-7852735.96 -3959213.54,-7852863.93 -3959213.54))
Casas de la Reina (En Construccion);POLYGON((-7852856.77 -3954507.93,-7852856.77 -3954430.89,-7852741.36 -3954430.89,-7852741.36 -3954507.93,-7852856.77 -3954507.93))
Colegio Manquecura;POLYGON((-7852847.65 -3970382.64,-7852847.65 -3970061.95,-7852633.29 -3970061.95,-7852633.29 -3970382.64,-7852847.65 -3970382.64))
Cancha Peñalolen;POLYGON((-7852832.63 -3959120.41,-7852832.63 -3958973.12,-7852705.22 -3958973.12,-7852705.22 -3959120.41,-7852832.63 -3959120.41))
Hacienda Santa Martina;POLYGON((-7852828.85 -3933409.72,-7852828.85 -3930920.46,-7851211.73 -3930920.46,-7851211.73 -3933409.72,-7852828.85 -3933409.72))
Santa Isabel La Reina;POLYGON((-7852825.74 -3954004.28,-7852825.74 -3953936.31,-7852787.48 -3953936.31,-7852787.48 -3954004.28,-7852825.74 -3954004.28))
Los Dominicos;POLYGON((-7852824.92 -3949720.73,-7852824.92 -3949519.34,-7852694.69 -3949519.34,-7852694.69 -3949720.73,-7852824.92 -3949720.73))
Parque por la Paz Villa Grimaldi;POLYGON((-7852819.02 -3957105.5,-7852819.02 -3956922.77,-7852694.81 -3956922.77,-7852694.81 -3957105.5,-7852819.02 -3957105.5))
Medialuna Parque Padre hurtado;POLYGON((-7852819.32 -3952747.01,-7852819.32 -3952687.68,-7852760.17 -3952687.68,-7852760.17 -3952747.01,-7852819.32 -3952747.01))
Toma de Peñalolén;POLYGON((-7852816.01 -3957531.29,-7852816.01 -3957334.22,-7852510.27 -3957334.22,-7852510.27 -3957531.29,-7852816.01 -3957531.29))
Colegio  Manquecura Puente Alto;POLYGON((-7852801.36 -3970252.39,-7852801.36 -3970145.19,-7852732.41 -3970145.19,-7852732.41 -3970252.39,-7852801.36 -3970252.39))
Piscina Estadio Palestino;POLYGON((-7852791.54 -3947150.49,-7852791.54 -3947087.11,-7852728.42 -3947087.11,-7852728.42 -3947150.49,-7852791.54 -3947150.49))
Centro Comercial Puertas del Valle;POLYGON((-7852764.04 -3941584.93,-7852764.04 -3941515.97,-7852705.52 -3941515.97,-7852705.52 -3941584.93,-7852764.04 -3941584.93))
Plaza Pica;POLYGON((-7852762.96 -3951621.16,-7852762.96 -3951583.14,-7852696.48 -3951583.14,-7852696.48 -3951621.16,-7852762.96 -3951621.16))
Planta Tratamiento Aguas Lo Gallo;POLYGON((-7852759.83 -3945754.78,-7852759.83 -3945494.68,-7852618.48 -3945494.68,-7852618.48 -3945754.78,-7852759.83 -3945754.78))
Bandejón Central Abadía;POLYGON((-7852754.51 -3947653.36,-7852754.51 -3947430.57,-7852387.64 -3947430.57,-7852387.64 -3947653.36,-7852754.51 -3947653.36))
Casa Parroquial Los Dominicos;POLYGON((-7852748.24 -3949629.29,-7852748.24 -3949343.87,-7852588.84 -3949343.87,-7852588.84 -3949629.29,-7852748.24 -3949629.29))
Plaza los Quillayes;POLYGON((-7852748.05 -3939852.28,-7852748.05 -3939818.84,-7852643.9 -3939818.84,-7852643.9 -3939852.28,-7852748.05 -3939852.28))
Medialuna Parque Padre hurtado;POLYGON((-7852744.62 -3952718.04,-7852744.62 -3952680.56,-7852707.24 -3952680.56,-7852707.24 -3952718.04,-7852744.62 -3952718.04))
Brigada de Investigación Criminal La Reina;POLYGON((-7852739.45 -3954108.16,-7852739.45 -3954061.33,-7852697.61 -3954061.33,-7852697.61 -3954108.16,-7852739.45 -3954108.16))
Bosque Panul - Parque Comuntiario;POLYGON((-7852736.44 -3968510.93,-7852736.44 -3964991.41,-7845681.77 -3964991.41,-7845681.77 -3968510.93,-7852736.44 -3968510.93))
Liceo Eugenia Maria De Hostos;POLYGON((-7852734.78 -3954421.85,-7852734.78 -3954184.77,-7852639.23 -3954184.77,-7852639.23 -3954421.85,-7852734.78 -3954421.85))
Colegio Monte Tabor y Nazareth;POLYGON((-7852727.64 -3938508.68,-7852727.64 -3938181.43,-7852442.8 -3938181.43,-7852442.8 -3938508.68,-7852727.64 -3938508.68))
Portal La Reina;POLYGON((-7852693.6 -3952329,-7852693.6 -3952179.94,-7852384.03 -3952179.94,-7852384.03 -3952329,-7852693.6 -3952329))
